681,536,43,444,7,44
264,409,7,182,2,24
1552,477,158,809,26,89
772,381,43,449,6,48
106451,11991,8470,7421,1307,7186
101071,12832,8603,8839,1357,7285
1313,6913,72,93,15,329
1134,6757,26,93,4,282
311,241,8,4,0,10
251,205,5,6,5,14
804,64,27,10,2,39
718,53,8,23,5,42
606,1690,22,20,3,140
538,1599,10,23,11,134
36333,3550,2573,802,141,2001
32498,3838,2712,1153,139,2109
962,135,7,14,2,44
864,131,6,12,1,63
11561,1912,169,682,70,956
11450,1935,118,765,46,986
22410,2333,333,267,65,975
21541,1950,141,415,58,862
4991,1044,50,256,12,317
4799,998,36,317,12,342
4335,1048,88,1184,58,301
4018,988,53,1085,51,297
203,536,11,12,7,53
181,497,0,4,5,48
33712,2889,878,461,128,1688
31671,2613,523,790,101,1720
1097,3627,38,40,5,182
931,3346,23,54,5,187
723,2357,49,163,29,196
598,2241,18,201,24,208
651,2888,26,38,4,129
513,2894,12,43,5,131
1660,1108,7,22,1,190
1285,987,4,17,3,193
3102,851,22,151,20,288
2961,859,26,206,24,323
975,497,9,8,4,84
864,485,0,22,1,71
2870,442,108,10,11,143
2519,416,65,52,5,131
3965,698,44,179,10,257
3456,673,30,179,19,245
303,3511,14,11,3,99
232,3259,4,13,3,101
2397,446,14,53,6,222
2146,464,5,57,4,210
196,114,3,3,2,21
135,125,0,6,3,26
922,2031,31,16,6,139
779,1796,7,36,0,97
