7,30,0,2,0,5
11,25,0,0,0,2
8,39,0,0,0,3
16,56,0,7,0,5
40,50,3,49,1,5
70,69,9,46,0,4
121,58,4,66,4,6
106,56,7,65,0,3
98,43,10,79,0,0
91,35,5,60,0,5
56,15,3,29,0,2
31,16,1,19,2,2
22,9,1,16,0,1
4,10,0,6,0,0
1,8,0,0,0,0
1,9,0,0,0,2
0,2,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
5,27,0,1,0,4
11,24,0,1,0,3
10,39,1,1,0,4
7,39,0,1,0,3
9,35,1,13,0,1
25,34,2,16,0,2
30,29,0,15,1,1
24,35,0,16,0,1
42,54,1,31,0,0
49,33,2,39,0,2
15,15,0,20,1,0
16,22,0,12,0,1
10,9,0,12,0,0
4,10,0,3,0,0
1,4,0,1,0,0
0,4,0,0,0,0
0,2,0,0,0,1
1,0,0,0,0,0
0,0,0,0,0,0
55,25,0,19,0,11
57,26,0,10,0,8
48,43,0,13,0,4
52,41,1,12,1,6
62,23,9,48,3,9
96,31,19,71,4,8
244,36,36,97,6,11
223,40,25,105,3,9
206,59,16,118,4,6
204,45,15,106,2,8
149,43,19,96,0,7
95,17,14,54,3,2
53,12,2,42,0,0
10,9,4,11,0,0
3,5,0,2,0,1
2,6,0,1,0,0
2,4,0,0,0,0
0,1,0,0,0,0
0,3,0,0,0,0
36,18,0,20,0,7
48,26,0,18,0,6
55,32,0,12,1,5
48,39,0,10,0,5
34,27,10,28,1,3
47,19,5,37,1,4
78,23,10,35,1,3
90,32,1,46,0,3
83,46,8,57,1,3
79,30,7,64,0,3
67,31,0,48,0,3
50,16,0,46,1,1
34,17,0,23,0,0
6,15,0,2,0,0
2,6,0,3,0,1
2,8,0,4,0,0
4,0,0,0,0,0
0,4,0,0,0,0
0,0,0,0,0,0
7723,1173,644,722,166,1647
7735,1050,744,599,122,1087
7916,1029,683,635,161,954
8104,1030,582,697,157,950
6979,1476,936,563,127,810
7563,944,1137,435,89,338
8158,772,694,391,81,234
8300,902,680,449,92,237
8435,915,741,567,81,248
9105,787,573,519,67,219
8583,588,462,467,50,201
7237,377,340,362,44,134
4409,191,192,270,22,60
2460,174,99,210,17,43
1603,120,92,155,15,35
1143,76,41,116,16,20
690,32,22,86,4,10
341,14,16,43,0,11
152,10,4,12,0,1
6954,1198,584,690,155,1491
7241,936,838,659,143,967
7397,963,792,702,151,901
7438,1021,600,667,153,895
6906,1425,695,588,130,814
